"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"Ene 2014","4.618,3","4.618,3","4.618,3","4.618,3","6,33K","0,00%"
"Dic 2013","4.618,3","4.618,3","4.618,3","4.618,3","35,33K","-16,17%"
"Nov 2013","5.509,1","5.605,9","5.605,9","5.509,1","24,68K","-3,40%"
"Oct 2013","5.702,7","5.702,7","5.702,7","5.702,7","31,25K","4,04%"
"Sep 2013","5.481,3","5.434,4","5.481,3","5.434,4","51,95K","2,63%"
"Jul 2013","5.340,7","5.340,7","5.340,7","5.340,7","8,73K","0,00%"
"Jun 2013","5.340,7","4.731,7","5.340,7","4.731,7","41,75K","12,87%"
"May 2013","4.731,7","4.216,4","4.731,7","4.216,4","52,56K","37,98%"
"Abr 2013","3.429,3","3.429,3","3.429,3","3.429,3","36,88K","17,12%"
"Mar 2013","2.928,0","3.277,1","3.361,4","2.928,0","695,62K","-10,39%"
"Feb 2013","3.267,7","3.045,1","3.267,7","2.932,7","688,29K","11,42%"
"Dic 2012","2.932,7","3.045,1","3.045,1","2.928,0","1,37M","-3,69%"
"Nov 2012","3.045,1","3.045,1","3.220,8","2.988,9","212,67M","-0,08%"
"Sep 2012","3.047,5","2.928,0","3.047,5","2.918,7","328,92K","3,75%"
"Ago 2012","2.937,4","2.963,2","2.963,2","2.928,0","228,54K","-13,22%"
"May 2012","3.384,8","3.115,4","3.396,5","3.115,4","195,36K","-0,34%"
"Abr 2012","3.396,5","3.279,4","3.396,5","3.279,4","541,25K","3,57%"
"Mar 2012","3.279,4","2.869,5","3.279,4","2.869,5","569,97K","9,37%"
"Feb 2012","2.998,3","3.021,7","3.021,7","2.998,3","103,17K","-0,78%"
"Ene 2012","3.021,7","3.045,1","3.103,7","3.000,6","202,70K","-2,64%"
"Dic 2011","3.103,7","3.162,3","3.162,3","3.045,1","128,68K","-1,85%"
"Nov 2011","3.162,3","3.162,3","3.174,0","316,2","77,69K","0,00%"
"Oct 2011","3.162,3","3.162,3","3.174,0","3.106,1","95,70K","-5,20%"
"Sep 2011","3.335,6","3.162,3","3.335,6","3.103,7","2,75M","-1,79%"
"Ago 2011","3.396,5","3.396,5","3.398,9","3.394,2","98,91K","0,00%"
"Jul 2011","3.396,5","3.237,2","3.396,5","3.162,3","35,38K","1,68%"
"Jun 2011","3.340,3","3.455,1","3.455,1","3.337,9","135,22K","-4,93%"
"May 2011","3.513,6","3.284,1","3.516,0","3.284,1","62,74K","0,00%"
"Abr 2011","3.513,6","3.516,0","3.516,0","3.513,6","17,08K","-4,76%"
"Mar 2011","3.689,3","3.630,8","3.689,3","3.513,6","10,87M","1,61%"
"Feb 2011","3.630,8","3.401,2","3.630,8","3.396,5","145,82K","6,90%"
"Ene 2011","3.396,5","3.900,1","3.900,1","3.045,1","755,41K","-15,94%"
