"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"Jul 2016","11.500,0","11.920,0","12.000,0","11.500,0","8,05M","-3,52%"
"Jun 2016","11.920,0","11.600,0","12.000,0","11.300,0","7,16M","2,41%"
"May 2016","11.640,0","11.580,0","12.080,0","10.840,0","15,65M","0,52%"
"Abr 2016","11.580,0","11.600,0","11.860,0","11.200,0","11,32M","-0,34%"
"Mar 2016","11.620,0","10.400,0","11.980,0","10.300,0","11,04M","12,82%"
"Feb 2016","10.300,0","9.720,0","10.500,0","9.420,0","35,56M","5,10%"
"Ene 2016","9.800,0","9.230,0","9.810,0","8.870,0","24,24M","0,82%"
"Dic 2015","9.720,0","9.300,0","9.730,0","8.720,0","4,21M","3,85%"
"Nov 2015","9.360,0","9.800,0","9.900,0","8.810,0","5,07M","-2,50%"
"Oct 2015","9.600,0","9.400,0","10.180,0","9.250,0","7,73M","1,69%"
"Sep 2015","9.440,0","9.650,0","10.140,0","9.220,0","10,91M","-3,28%"
"Ago 2015","9.760,0","9.700,0","9.800,0","8.500,0","66,90M","-1,11%"
"Jul 2015","9.870,0","9.300,0","9.910,0","9.050,0","5,32M","6,70%"
"Jun 2015","9.250,0","9.200,0","9.800,0","9.130,0","9,92M","0,54%"
"May 2015","9.200,0","10.000,0","10.080,0","8.910,0","5,87M","-9,09%"
"Abr 2015","10.120,0","8.540,0","10.120,0","8.540,0","14,63M","18,64%"
"Mar 2015","8.530,0","8.900,0","9.000,0","7.500,0","13,92M","-4,80%"
"Feb 2015","8.960,0","9.250,0","9.650,0","8.880,0","9,27M","-2,61%"
"Ene 2015","9.200,0","10.080,0","10.080,0","9.000,0","6,96M","-9,80%"
"Dic 2014","10.200,0","9.550,0","10.380,0","8.740,0","7,18M","6,92%"
"Nov 2014","9.540,0","10.400,0","10.500,0","9.110,0","5,79M","-9,14%"
"Oct 2014","10.500,0","10.700,0","10.760,0","9.710,0","5,37M","-2,78%"
"Sep 2014","10.800,0","11.320,0","11.480,0","10.360,0","6,79M","-4,42%"
"Ago 2014","11.300,0","11.160,0","11.660,0","11.000,0","4,76M","2,73%"
"Jul 2014","11.000,0","11.820,0","12.100,0","10.960,0","6,23M","-6,94%"
"Jun 2014","11.820,0","10.740,0","12.580,0","10.680,0","5,30M","9,44%"
"May 2014","10.800,0","10.700,0","11.480,0","10.440,0","6,17M","0,00%"
"Abr 2014","10.800,0","10.080,0","10.800,0","9.890,0","11,49M","7,14%"
"Mar 2014","10.080,0","9.010,0","10.100,0","9.000,0","13,39M","9,57%"
"Feb 2014","9.200,0","8.330,0","9.450,0","8.280,0","14,70M","10,44%"
"Ene 2014","8.330,0","9.800,0","10.020,0","8.200,0","19,84M","-15,00%"
"Dic 2013","9.800,0","9.280,0","9.900,0","8.700,0","8,31M","5,04%"
"Nov 2013","9.330,0","9.910,0","9.910,0","9.170,0","8,29M","-6,61%"
"Oct 2013","9.990,0","10.080,0","10.080,0","9.560,0","24,21M","-0,10%"
"Sep 2013","10.000,0","9.150,0","10.060,0","9.050,0","10,46M","9,17%"
"Ago 2013","9.160,0","8.770,0","9.380,0","8.650,0","20,35M","5,90%"
"Jul 2013","8.650,0","8.050,0","8.950,0","7.820,0","18,69M","8,40%"
"Jun 2013","7.980,0","8.000,0","8.190,0","7.330,0","9,08M","2,31%"
"May 2013","7.800,0","8.340,0","8.440,0","7.700,0","14,22M","-4,29%"
"Abr 2013","8.150,0","8.700,0","9.000,0","8.020,0","7,63M","-6,32%"
"Mar 2013","8.700,0","9.250,0","9.310,0","8.400,0","13,26M","-6,45%"
"Feb 2013","9.300,0","11.100,0","11.120,0","9.230,0","12,86M","-14,99%"
"Ene 2013","10.940,0","10.160,0","11.260,0","10.160,0","7,08M","8,32%"
"Dic 2012","10.100,0","9.110,0","10.700,0","9.100,0","11,52M","10,75%"
"Nov 2012","9.120,0","8.900,0","9.120,0","8.500,0","13,12M","4,11%"
"Oct 2012","8.760,0","7.810,0","9.700,0","7.730,0","11,42M","12,02%"
"Sep 2012","7.820,0","7.050,0","8.000,0","7.040,0","12,30M","10,14%"
"Ago 2012","7.100,0","7.080,0","7.130,0","6.610,0","12,07M","0,28%"
"Jul 2012","7.080,0","7.100,0","7.350,0","6.900,0","10,78M","1,14%"
"Jun 2012","7.000,0","5.820,0","7.150,0","5.720,0","18,90M","20,27%"
"May 2012","5.820,0","6.329,2","6.360,4","5.768,0","8,28M","-8,20%"
"Abr 2012","6.339,6","5.778,4","6.443,6","5.622,5","7,60M","9,91%"
"Mar 2012","5.768,0","5.622,5","5.882,3","5.591,3","6,67M","1,83%"
"Feb 2012","5.664,1","5.622,5","5.757,6","5.601,7","4,79M","0,00%"
"Ene 2012","5.664,1","5.643,3","5.809,6","5.456,2","4,62M","0,37%"
"Dic 2011","5.643,3","5.497,8","5.664,1","5.352,3","5,90M","1,88%"
"Nov 2011","5.539,4","5.549,8","5.664,1","5.040,5","7,08M","-0,75%"
"Oct 2011","5.581,0","5.612,1","5.768,0","5.373,1","13,06M","-1,47%"
"Sep 2011","5.664,1","5.768,0","5.913,5","5.529,0","5,48M","-1,80%"
"Ago 2011","5.768,0","5.726,5","5.820,0","5.300,3","10,92M","0,72%"
"Jul 2011","5.726,5","5.923,9","5.996,7","5.456,2","6,75M","-2,30%"
"Jun 2011","5.861,6","6.038,2","6.079,8","5.851,2","8,78M","-2,25%"
"May 2011","5.996,7","5.560,2","6.111,0","5.456,2","19,23M","7,85%"
"Abr 2011","5.560,2","5.632,9","5.643,3","5.290,0","8,52M","-1,47%"
"Mar 2011","5.643,3","5.716,1","5.830,4","5.206,8","6,27M","-1,27%"
"Feb 2011","5.716,1","5.955,1","5.975,9","5.196,4","11,25M","-3,85%"
"Ene 2011","5.944,7","5.913,5","6.121,4","5.716,1","4,48M","0,35%"
