"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"Ago 2015","16.780,0","21.300,0","21.300,0","14.500,0","6,25M","-21,22%"
"Jul 2015","21.300,0","22.900,0","23.000,0","21.280,0","5,31M","-6,25%"
"Jun 2015","22.720,0","23.000,0","23.460,0","21.500,0","3,25M","0,80%"
"May 2015","22.540,0","25.560,0","26.500,0","22.400,0","2,55M","-11,82%"
"Abr 2015","25.560,0","24.980,0","26.700,0","24.280,0","2,97M","2,24%"
"Mar 2015","25.000,0","24.560,0","25.000,0","21.900,0","3,55M","1,21%"
"Feb 2015","24.700,0","25.700,0","26.340,0","23.400,0","2,93M","-1,20%"
"Ene 2015","25.000,0","28.980,0","28.980,0","25.000,0","7,67M","-14,38%"
"Dic 2014","29.200,0","26.700,0","29.200,0","24.400,0","4,02M","9,36%"
"Nov 2014","26.700,0","29.000,0","29.380,0","26.600,0","2,85M","-7,99%"
"Oct 2014","29.020,0","29.620,0","30.700,0","28.600,0","2,47M","-2,09%"
"Sep 2014","29.640,0","32.660,0","32.900,0","29.640,0","2,94M","-9,25%"
"Ago 2014","32.660,0","30.320,0","33.280,0","30.320,0","3,16M","7,79%"
"Jul 2014","30.300,0","31.680,0","32.200,0","30.200,0","1,84M","-4,11%"
"Jun 2014","31.600,0","30.500,0","32.020,0","30.500,0","2,66M","3,61%"
"May 2014","30.500,0","29.500,0","31.200,0","29.060,0","2,55M","3,39%"
"Abr 2014","29.500,0","29.280,0","30.900,0","28.540,0","3,04M","-0,61%"
"Mar 2014","29.680,0","25.500,0","29.680,0","25.340,0","4,10M","17,68%"
"Feb 2014","25.220,0","26.500,0","27.800,0","24.940,0","3,83M","-4,83%"
"Ene 2014","26.500,0","29.620,0","30.800,0","25.000,0","6,14M","-11,67%"
"Dic 2013","30.000,0","30.920,0","31.220,0","28.300,0","2,00M","-3,04%"
"Nov 2013","30.940,0","31.760,0","32.200,0","30.000,0","2,72M","-2,40%"
"Oct 2013","31.700,0","32.600,0","33.280,0","31.700,0","6,03M","-2,82%"
"Sep 2013","32.620,0","32.000,0","33.500,0","31.820,0","2,91M","2,00%"
"Ago 2013","31.980,0","31.160,0","33.400,0","31.000,0","5,22M","2,70%"
"Jul 2013","31.140,0","32.000,0","32.800,0","30.700,0","5,51M","-2,69%"
"Jun 2013","32.000,0","30.960,0","32.000,0","29.500,0","4,55M","3,36%"
"May 2013","30.960,0","29.940,0","33.780,0","27.800,0","11,57M","3,48%"
"Abr 2013","29.920,0","32.960,0","33.780,0","29.300,0","4,93M","-9,33%"
"Mar 2013","33.000,0","35.080,0","35.420,0","32.600,0","2,03M","-5,71%"
"Feb 2013","35.000,0","33.400,0","35.800,0","33.200,0","3,61M","5,42%"
"Ene 2013","33.200,0","35.600,0","36.560,0","33.200,0","5,88M","-6,48%"
"Dic 2012","35.500,0","36.000,0","37.100,0","34.860,0","2,56M","-1,39%"
"Nov 2012","36.000,0","35.000,0","37.040,0","32.800,0","2,84M","3,09%"
"Oct 2012","34.920,0","29.800,0","35.500,0","29.340,0","4,43M","18,37%"
"Sep 2012","29.500,0","29.800,0","30.200,0","29.300,0","2,83M","-1,01%"
"Ago 2012","29.800,0","30.900,0","30.900,0","29.000,0","4,18M","-2,93%"
"Jul 2012","30.700,0","29.540,0","31.480,0","29.540,0","5,43M","3,93%"
"Jun 2012","29.540,0","28.960,0","29.800,0","27.900,0","5,15M","0,20%"
"May 2012","29.480,0","28.500,0","30.680,0","27.080,0","4,99M","3,08%"
"Abr 2012","28.600,0","25.780,0","28.900,0","25.780,0","6,91M","10,17%"
"Mar 2012","25.960,0","25.000,0","25.980,0","24.000,0","6,65M","3,10%"
"Feb 2012","25.180,0","24.780,0","25.580,0","24.000,0","7,25M","2,36%"
"Ene 2012","24.600,0","25.980,0","27.000,0","24.400,0","4,87M","-3,38%"
"Dic 2011","25.460,0","23.640,0","26.080,0","23.500,0","8,79M","8,16%"
"Nov 2011","23.540,0","23.980,0","25.140,0","23.340,0","5,93M","-1,92%"
"Oct 2011","24.000,0","22.780,0","24.500,0","22.520,0","7,08M","4,53%"
"Sep 2011","22.960,0","22.768,2","23.975,9","22.253,5","4,38M","-1,14%"
"Ago 2011","23.223,6","23.560,2","24.253,1","22.273,3","3,30M","-1,43%"
"Jul 2011","23.560,2","24.173,9","24.253,1","20.788,4","1,93M","-2,86%"
"Jun 2011","24.253,1","26.134,0","26.490,3","23.758,2","1,70M","-6,84%"
"May 2011","26.035,0","26.807,1","26.906,1","25.460,8","1,99M","-3,31%"
"Abr 2011","26.925,9","27.044,7","28.212,8","26.529,9","1,95M","-0,37%"
"Mar 2011","27.024,9","25.243,0","27.717,8","24.352,1","3,39M","7,06%"
"Feb 2011","25.243,0","22.768,2","25.243,0","22.570,2","4,05M","10,87%"
"Ene 2011","22.768,2","22.926,6","23.659,2","22.233,7","2,96M","-1,54%"
