"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"Nov 2015","510,0","591,0","630,0","485,0","35,40M","-14,29%"
"Oct 2015","595,0","570,0","639,0","564,0","21,84M","4,02%"
"Sep 2015","572,0","560,0","586,0","555,0","18,48M","2,14%"
"Ago 2015","560,0","562,0","589,0","541,0","26,51M","-0,36%"
"Jul 2015","562,0","519,0","570,0","502,0","43,65M","8,29%"
"Jun 2015","519,0","500,0","530,0","490,0","20,17M","-0,76%"
"May 2015","523,0","465,0","523,0","465,0","10,05M","10,11%"
"Abr 2015","475,0","435,0","477,0","435,0","5,43M","6,74%"
"Mar 2015","445,0","473,0","485,0","435,0","5,70M","-9,00%"
"Feb 2015","489,0","452,0","489,0","438,0","6,70M","8,67%"
"Ene 2015","450,0","486,0","498,0","450,0","7,73M","-11,24%"
"Dic 2014","507,0","501,0","519,0","450,0","20,12M","-3,80%"
"Nov 2014","527,0","537,0","555,0","500,0","7,11M","-2,41%"
"Oct 2014","540,0","545,0","560,0","525,0","8,37M","-2,70%"
"Sep 2014","555,0","569,0","580,0","546,0","19,05M","-2,29%"
"Ago 2014","568,0","507,0","569,0","500,0","46,11M","12,03%"
"Jul 2014","507,0","453,0","520,0","453,0","40,61M","11,43%"
"Jun 2014","455,0","444,0","466,0","441,0","12,48M","2,48%"
"May 2014","444,0","439,0","445,0","430,0","11,65M","0,23%"
"Abr 2014","443,0","447,0","508,0","410,0","37,10M","0,68%"
"Mar 2014","440,0","382,0","446,0","370,0","20,24M","12,82%"
"Feb 2014","390,0","419,0","419,0","384,0","3,96M","-7,14%"
"Ene 2014","420,0","433,0","450,0","400,0","7,83M","-3,89%"
"Dic 2013","437,0","388,0","445,0","386,0","33,72M","12,05%"
"Nov 2013","390,0","388,0","410,0","385,0","9,07M","0,52%"
"Oct 2013","388,0","391,0","410,0","388,0","8,71M","-0,51%"
"Sep 2013","390,0","385,0","400,0","385,0","6,63M","0,78%"
"Ago 2013","387,0","386,0","400,0","386,0","5,21M","-2,76%"
"Jul 2013","398,0","403,0","412,0","398,0","9,40M","-1,24%"
"Jun 2013","403,0","416,0","420,0","385,0","7,21M","-3,13%"
"May 2013","416,0","394,0","425,0","391,0","7,32M","4,79%"
"Abr 2013","397,0","408,0","413,0","390,0","13,65M","-3,87%"
"Mar 2013","413,0","421,0","425,0","397,0","10,16M","-3,95%"
"Feb 2013","430,0","394,0","439,0","394,0","41,90M","9,41%"
"Ene 2013","393,0","398,0","403,0","385,0","19,24M","-0,76%"
"Dic 2012","396,0","403,0","409,0","395,0","4,66M","-2,70%"
"Nov 2012","407,0","441,0","441,0","386,0","9,96M","-10,55%"
"Oct 2012","455,0","411,0","472,0","390,0","31,43M","9,64%"
"Sep 2012","415,0","392,0","458,0","390,0","17,05M","6,14%"
"Ago 2012","391,0","400,0","423,0","389,0","5,70M","-2,01%"
"Jul 2012","399,0","405,0","410,0","390,0","5,32M","-0,50%"
"Jun 2012","401,0","440,0","447,0","398,0","9,50M","-10,89%"
"May 2012","450,0","490,0","535,0","442,0","34,85M","-6,64%"
"Abr 2012","482,0","430,0","504,0","425,0","26,94M","7,35%"
"Mar 2012","449,0","482,0","490,0","435,0","11,92M","-6,85%"
"Feb 2012","482,0","483,0","540,0","450,0","23,29M","-3,21%"
"Ene 2012","498,0","476,0","539,0","460,0","10,43M","4,40%"
"Dic 2011","477,0","467,0","488,0","420,0","10,13M","0,21%"
"Nov 2011","476,0","562,0","566,0","460,0","14,69M","-16,20%"
"Oct 2011","568,0","565,0","628,0","560,0","16,84M","-2,07%"
"Sep 2011","580,0","530,0","666,0","530,0","57,66M","9,43%"
"Ago 2011","530,0","549,0","562,0","510,0","29,18M","-1,85%"
"Jul 2011","540,0","713,0","765,0","536,0","54,43M","-23,40%"
"Jun 2011","705,0","720,0","750,0","672,0","100,16M","-0,70%"
"May 2011","710,0","669,0","710,0","602,0","31,77M","9,23%"
"Abr 2011","650,0","666,0","679,0","580,0","18,50M","-3,27%"
"Mar 2011","672,0","559,0","730,0","547,0","105,67M","18,94%"
"Feb 2011","565,0","620,0","624,0","550,0","28,38M","-9,02%"
"Ene 2011","621,0","675,0","682,0","616,0","17,97M","-7,31%"
