"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"Ago 2017","9.900,0","10.740,0","10.800,0","9.500,0","1,92M","-7,99%"
"Jul 2017","10.760,0","10.080,0","10.860,0","10.080,0","2,31M","7,17%"
"Jun 2017","10.040,0","8.700,0","10.060,0","8.510,0","3,55M","15,67%"
"May 2017","8.680,0","8.630,0","8.960,0","8.360,0","2,62M","-2,14%"
"Abr 2017","8.870,0","8.380,0","8.870,0","8.210,0","2,84M","3,86%"
"Mar 2017","8.540,0","8.650,0","8.840,0","8.000,0","2,80M","-1,27%"
"Feb 2017","8.650,0","8.280,0","8.900,0","8.100,0","3,32M","2,61%"
"Ene 2017","8.430,0","10.180,0","10.180,0","8.290,0","3,34M","-15,53%"
"Dic 2016","9.980,0","10.580,0","10.860,0","9.900,0","1,33M","-3,48%"
"Nov 2016","10.340,0","9.500,0","11.200,0","9.310,0","2,71M","9,65%"
"Oct 2016","9.430,0","9.620,0","10.520,0","9.300,0","2,05M","-0,74%"
"Sep 2016","9.500,0","9.500,0","9.710,0","8.900,0","1,49M","-3,55%"
"Ago 2016","9.850,0","9.220,0","9.980,0","8.920,0","2,64M","6,03%"
"Jul 2016","9.290,0","9.750,0","10.280,0","8.850,0","2,10M","-5,20%"
"Jun 2016","9.800,0","8.940,0","10.720,0","8.940,0","4,06M","9,62%"
"May 2016","8.940,0","8.940,0","9.250,0","8.190,0","2,96M","-3,87%"
"Abr 2016","9.300,0","7.720,0","9.450,0","7.650,0","4,94M","16,69%"
"Mar 2016","7.970,0","8.050,0","8.750,0","7.500,0","3,49M","0,00%"
"Feb 2016","7.970,0","5.810,0","8.140,0","5.560,0","4,85M","28,76%"
"Ene 2016","6.190,0","6.300,0","6.500,0","4.620,0","3,24M","3,17%"
"Dic 2015","6.000,0","7.170,0","7.240,0","5.450,0","1,73M","-16,67%"
"Nov 2015","7.200,0","6.880,0","7.580,0","6.560,0","3,28M","7,46%"
"Oct 2015","6.700,0","6.150,0","7.730,0","5.920,0","4,05M","10,74%"
"Sep 2015","6.050,0","5.510,0","6.930,0","5.420,0","5,51M","6,51%"
"Ago 2015","5.680,0","5.430,0","5.890,0","4.815,0","4,31M","3,27%"
"Jul 2015","5.500,0","5.700,0","6.100,0","5.050,0","7,67M","-5,98%"
"Jun 2015","5.850,0","5.880,0","6.320,0","5.440,0","3,61M","-0,51%"
"May 2015","5.880,0","7.720,0","7.880,0","5.670,0","8,51M","-24,71%"
"Abr 2015","7.810,0","6.000,0","7.820,0","6.000,0","5,96M","32,15%"
"Mar 2015","5.910,0","5.500,0","6.550,0","4.910,0","5,51M","7,07%"
"Feb 2015","5.520,0","6.900,0","8.110,0","5.400,0","10,99M","-20,00%"
"Ene 2015","6.900,0","5.160,0","7.040,0","4.010,0","11,37M","38,00%"
"Dic 2014","5.000,0","5.380,0","5.840,0","2.955,0","12,80M","-7,41%"
"Nov 2014","5.400,0","6.740,0","8.100,0","5.360,0","11,38M","-23,19%"
"Oct 2014","7.030,0","9.630,0","9.810,0","6.340,0","14,44M","-27,00%"
"Sep 2014","9.630,0","12.100,0","12.300,0","9.560,0","9,56M","-19,88%"
"Ago 2014","12.020,0","12.100,0","12.260,0","10.060,0","6,63M","-1,48%"
"Jul 2014","12.200,0","12.120,0","12.940,0","11.520,0","5,10M","1,16%"
"Jun 2014","12.060,0","12.700,0","13.400,0","11.900,0","4,29M","-3,52%"
"May 2014","12.500,0","14.980,0","15.200,0","12.360,0","5,35M","-13,91%"
"Abr 2014","14.520,0","12.420,0","14.760,0","12.200,0","5,34M","17,29%"
"Mar 2014","12.380,0","12.900,0","13.780,0","11.940,0","2,05M","-4,77%"
"Feb 2014","13.000,0","12.780,0","13.100,0","12.020,0","4,19M","4,84%"
"Ene 2014","12.400,0","12.760,0","13.560,0","11.300,0","3,09M","-4,17%"
"Dic 2013","12.940,0","9.480,0","12.940,0","9.480,0","4,96M","43,78%"
"Nov 2013","9.000,0","8.660,0","9.050,0","7.800,0","3,01M","4,90%"
"Oct 2013","8.580,0","8.220,0","9.340,0","8.120,0","6,32M","4,13%"
"Sep 2013","8.240,0","7.190,0","8.380,0","7.000,0","3,47M","14,44%"
"Ago 2013","7.200,0","6.900,0","7.870,0","6.810,0","3,02M","2,86%"
"Jul 2013","7.000,0","5.300,0","7.040,0","5.180,0","4,28M","27,27%"
"Jun 2013","5.500,0","5.090,0","6.300,0","5.080,0","1,87M","7,00%"
"May 2013","5.140,0","4.620,0","5.180,0","4.540,0","2,32M","13,34%"
"Abr 2013","4.535,0","5.890,0","5.890,0","4.535,0","2,89M","-20,44%"
"Mar 2013","5.700,0","5.940,0","5.940,0","5.050,0","1,98M","-4,04%"
"Feb 2013","5.940,0","6.320,0","6.510,0","5.650,0","3,15M","-6,60%"
"Ene 2013","6.360,0","5.900,0","6.620,0","5.620,0","3,26M","11,97%"
"Dic 2012","5.680,0","5.540,0","6.350,0","5.020,0","2,21M","2,53%"
"Nov 2012","5.540,0","6.800,0","6.890,0","4.500,0","2,15M","-17,93%"
"Oct 2012","6.750,0","8.800,0","8.800,0","6.600,0","4,17M","-22,95%"
"Sep 2012","8.760,0","8.430,0","10.000,0","7.980,0","3,65M","3,79%"
"Ago 2012","8.440,0","7.810,0","9.250,0","7.500,0","2,77M","7,24%"
"Jul 2012","7.870,0","8.400,0","8.500,0","7.200,0","2,23M","-2,84%"
"Jun 2012","8.100,0","11.600,0","11.600,0","8.050,0","2,98M","-30,47%"
"May 2012","11.650,0","13.700,0","14.050,0","11.500,0","1,72M","-14,34%"
"Abr 2012","13.600,0","14.000,0","16.100,0","13.350,0","3,65M","-2,86%"
"Mar 2012","14.000,0","18.150,0","18.450,0","14.000,0","3,42M","-21,57%"
"Feb 2012","17.850,0","16.250,0","18.900,0","15.000,0","5,30M","11,21%"
"Ene 2012","16.050,0","14.100,0","16.800,0","13.750,0","3,11M","20,22%"
"Dic 2011","13.350,0","12.450,0","13.350,0","10.850,0","1,87M","9,43%"
"Nov 2011","12.200,0","11.600,0","13.950,0","11.350,0","3,17M","-0,81%"
"Oct 2011","12.300,0","11.500,0","14.000,0","10.100,0","3,15M","3,36%"
"Sep 2011","11.900,0","16.350,0","16.500,0","10.300,0","3,87M","-26,09%"
"Ago 2011","16.100,0","19.300,0","19.300,0","15.800,0","3,21M","-15,49%"
"Jul 2011","19.050,0","19.550,0","20.000,0","15.650,0","2,58M","-3,05%"
"Jun 2011","19.650,0","22.950,0","23.250,0","18.900,0","4,15M","-13,82%"
"May 2011","22.800,0","24.250,0","24.800,0","20.800,0","4,62M","-3,59%"
"Abr 2011","23.650,0","28.900,0","29.350,0","20.300,0","6,20M","-17,88%"
"Mar 2011","28.800,0","31.800,0","33.100,0","28.000,0","2,71M","-8,86%"
"Feb 2011","31.600,0","28.650,0","31.750,0","27.600,0","3,98M","10,49%"
"Ene 2011","28.600,0","29.400,0","30.450,0","26.200,0","4,62M","-3,70%"
