"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"May 2018","16.500,0","16.980,0","17.220,0","15.400,0","6,95M","-2,71%"
"Abr 2018","16.960,0","16.340,0","16.960,0","15.600,0","9,01M","2,91%"
"Mar 2018","16.480,0","16.780,0","17.140,0","15.820,0","9,74M","-1,79%"
"Feb 2018","16.780,0","17.900,0","18.740,0","16.520,0","10,66M","-6,15%"
"Ene 2018","17.880,0","16.500,0","18.580,0","16.040,0","10,19M","7,97%"
"Dic 2017","16.560,0","16.380,0","16.700,0","16.300,0","13,58M","1,10%"
"Nov 2017","16.380,0","16.340,0","16.760,0","16.040,0","6,45M","0,24%"
"Oct 2017","16.340,0","15.460,0","16.460,0","15.420,0","9,83M","5,69%"
"Sep 2017","15.460,0","15.300,0","15.520,0","15.260,0","5,26M","0,65%"
"Ago 2017","15.360,0","15.300,0","15.400,0","14.840,0","6,99M","0,79%"
"Jul 2017","15.240,0","15.360,0","15.540,0","14.740,0","10,14M","-0,65%"
"Jun 2017","15.340,0","15.600,0","15.680,0","15.220,0","6,78M","-1,67%"
"May 2017","15.600,0","15.180,0","15.980,0","15.160,0","17,87M","2,36%"
"Abr 2017","15.240,0","15.360,0","15.380,0","14.620,0","10,44M","-0,52%"
"Mar 2017","15.320,0","15.680,0","15.680,0","14.900,0","20,16M","-1,42%"
"Feb 2017","15.540,0","15.580,0","16.160,0","15.440,0","14,44M","-0,38%"
"Ene 2017","15.600,0","14.920,0","15.740,0","14.540,0","11,11M","4,70%"
"Dic 2016","14.900,0","14.300,0","15.080,0","14.200,0","6,20M","4,20%"
"Nov 2016","14.300,0","15.000,0","15.260,0","13.900,0","10,23M","-4,67%"
"Oct 2016","15.000,0","14.600,0","15.080,0","14.360,0","16,33M","2,04%"
"Sep 2016","14.700,0","14.600,0","15.200,0","14.300,0","18,63M","0,68%"
"Ago 2016","14.600,0","14.000,0","14.660,0","13.660,0","10,67M","4,29%"
"Jul 2016","14.000,0","14.260,0","14.600,0","13.560,0","28,64M","-1,41%"
"Jun 2016","14.200,0","15.200,0","15.440,0","14.180,0","17,14M","-6,58%"
"May 2016","15.200,0","16.200,0","16.580,0","15.020,0","13,06M","-5,12%"
"Abr 2016","16.020,0","15.540,0","17.300,0","14.900,0","11,47M","2,17%"
"Mar 2016","15.680,0","14.320,0","16.100,0","14.280,0","20,24M","10,42%"
"Feb 2016","14.200,0","13.640,0","14.440,0","13.240,0","8,04M","4,11%"
"Ene 2016","13.640,0","13.000,0","13.960,0","12.180,0","7,85M","1,04%"
"Dic 2015","13.500,0","11.000,0","13.880,0","10.620,0","18,15M","28,57%"
"Nov 2015","10.500,0","13.060,0","13.300,0","10.020,0","27,39M","-19,60%"
"Oct 2015","13.060,0","13.460,0","15.200,0","12.140,0","11,56M","-1,51%"
"Sep 2015","13.260,0","16.500,0","17.000,0","12.620,0","6,12M","-20,98%"
"Ago 2015","16.780,0","21.300,0","21.300,0","14.500,0","6,25M","-21,22%"
"Jul 2015","21.300,0","22.900,0","23.000,0","21.280,0","5,31M","-6,25%"
"Jun 2015","22.720,0","23.000,0","23.460,0","21.500,0","3,25M","0,80%"
"May 2015","22.540,0","25.560,0","26.500,0","22.400,0","2,55M","-11,82%"
"Abr 2015","25.560,0","24.980,0","26.700,0","24.280,0","2,97M","2,24%"
"Mar 2015","25.000,0","24.560,0","25.000,0","21.900,0","3,55M","1,21%"
"Feb 2015","24.700,0","25.700,0","26.340,0","23.400,0","2,93M","-1,20%"
"Ene 2015","25.000,0","28.980,0","28.980,0","25.000,0","7,67M","-14,38%"
"Dic 2014","29.200,0","26.700,0","29.200,0","24.400,0","4,02M","9,36%"
"Nov 2014","26.700,0","29.000,0","29.380,0","26.600,0","2,85M","-7,99%"
"Oct 2014","29.020,0","29.620,0","30.700,0","28.600,0","2,47M","-2,09%"
"Sep 2014","29.640,0","32.660,0","32.900,0","29.640,0","2,94M","-9,25%"
"Ago 2014","32.660,0","30.320,0","33.280,0","30.320,0","3,16M","7,79%"
"Jul 2014","30.300,0","31.680,0","32.200,0","30.200,0","1,84M","-4,11%"
"Jun 2014","31.600,0","30.500,0","32.020,0","30.500,0","2,66M","3,61%"
"May 2014","30.500,0","29.500,0","31.200,0","29.060,0","2,55M","3,39%"
"Abr 2014","29.500,0","29.280,0","30.900,0","28.540,0","3,04M","-0,61%"
"Mar 2014","29.680,0","25.500,0","29.680,0","25.340,0","4,10M","17,68%"
"Feb 2014","25.220,0","26.500,0","27.800,0","24.940,0","3,83M","-4,83%"
"Ene 2014","26.500,0","29.620,0","30.800,0","25.000,0","6,14M","-11,67%"
"Dic 2013","30.000,0","30.920,0","31.220,0","28.300,0","2,00M","-3,04%"
"Nov 2013","30.940,0","31.760,0","32.200,0","30.000,0","2,72M","-2,40%"
"Oct 2013","31.700,0","32.600,0","33.280,0","31.700,0","6,03M","-2,82%"
"Sep 2013","32.620,0","32.000,0","33.500,0","31.820,0","2,91M","2,00%"
"Ago 2013","31.980,0","31.160,0","33.400,0","31.000,0","5,22M","2,70%"
"Jul 2013","31.140,0","32.000,0","32.800,0","30.700,0","5,51M","-2,69%"
"Jun 2013","32.000,0","30.960,0","32.000,0","29.500,0","4,55M","3,36%"
"May 2013","30.960,0","29.940,0","33.780,0","27.800,0","11,57M","3,48%"
"Abr 2013","29.920,0","32.960,0","33.780,0","29.300,0","4,93M","-9,33%"
"Mar 2013","33.000,0","35.080,0","35.420,0","32.600,0","2,03M","-5,71%"
"Feb 2013","35.000,0","33.400,0","35.800,0","33.200,0","3,61M","5,42%"
"Ene 2013","33.200,0","35.600,0","36.560,0","33.200,0","5,88M","-6,48%"
"Dic 2012","35.500,0","36.000,0","37.100,0","34.860,0","2,56M","-1,39%"
"Nov 2012","36.000,0","35.000,0","37.040,0","32.800,0","2,84M","3,09%"
"Oct 2012","34.920,0","29.800,0","35.500,0","29.340,0","4,43M","18,37%"
"Sep 2012","29.500,0","29.800,0","30.200,0","29.300,0","2,83M","-1,01%"
"Ago 2012","29.800,0","30.900,0","30.900,0","29.000,0","4,18M","-2,93%"
"Jul 2012","30.700,0","29.540,0","31.480,0","29.540,0","5,43M","3,93%"
"Jun 2012","29.540,0","28.960,0","29.800,0","27.900,0","5,15M","0,20%"
"May 2012","29.480,0","28.500,0","30.680,0","27.080,0","4,99M","3,08%"
"Abr 2012","28.600,0","25.780,0","28.900,0","25.780,0","6,91M","10,17%"
"Mar 2012","25.960,0","25.000,0","25.980,0","24.000,0","6,65M","3,10%"
"Feb 2012","25.180,0","24.780,0","25.580,0","24.000,0","7,25M","2,36%"
"Ene 2012","24.600,0","25.980,0","27.000,0","24.400,0","4,87M","-3,38%"
"Dic 2011","25.460,0","23.640,0","26.080,0","23.500,0","8,79M","8,16%"
"Nov 2011","23.540,0","23.980,0","25.140,0","23.340,0","5,93M","-1,92%"
"Oct 2011","24.000,0","22.780,0","24.500,0","22.520,0","7,08M","4,53%"
"Sep 2011","22.960,0","22.768,2","23.975,9","22.253,5","4,38M","-1,14%"
"Ago 2011","23.223,6","23.560,2","24.253,1","22.273,3","3,30M","-1,43%"
"Jul 2011","23.560,2","24.173,9","24.253,1","20.788,4","1,93M","-2,86%"
"Jun 2011","24.253,1","26.134,0","26.490,3","23.758,2","1,70M","-6,84%"
"May 2011","26.035,0","26.807,1","26.906,1","25.460,8","1,99M","-3,31%"
"Abr 2011","26.925,9","27.044,7","28.212,8","26.529,9","1,95M","-0,37%"
"Mar 2011","27.024,9","25.243,0","27.717,8","24.352,1","3,39M","7,06%"
"Feb 2011","25.243,0","22.768,2","25.243,0","22.570,2","4,05M","10,87%"
"Ene 2011","22.768,2","22.926,6","23.659,2","22.233,7","2,96M","-1,54%"
"Dic 2010","23.124,6","23.560,2","23.758,2","22.768,2","4,31M","-1,85%"
"Nov 2010","23.560,2","23.738,4","24.748,1","21.877,3","3,31M","-0,83%"
"Oct 2010","23.758,2","22.095,1","23.758,2","21.520,9","4,70M","7,24%"
"Sep 2010","22.154,5","21.996,1","23.382,0","21.184,4","4,27M","-0,53%"
"Ago 2010","22.273,3","20.095,4","22.471,3","19.620,3","2,90M","12,05%"
"Jul 2010","19.877,7","17.660,2","20.669,6","17.521,6","4,52M","11,56%"
"Jun 2010","17.818,6","17.699,8","17.818,6","17.185,1","2,00M","0,56%"
"May 2010","17.719,6","17.521,6","18.016,6","15.858,6","4,38M","1,24%"
"Abr 2010","17.501,8","17.204,9","17.878,0","17.204,9","8,01M","1,73%"
"Mar 2010","17.204,9","17.620,6","17.620,6","16.591,1","3,72M","-2,36%"
"Feb 2010","17.620,6","18.214,6","18.412,6","16.828,7","6,01M","-3,78%"
"Ene 2010","18.313,6","19.303,5","19.798,5","17.818,6","3,76M","-5,13%"
"Dic 2009","19.303,5","18.313,6","19.798,5","18.135,4","2,60M","4,39%"
"Nov 2009","18.491,8","15.383,4","18.511,6","14.868,6","4,51M","20,21%"
"Oct 2009","15.383,4","15.541,8","16.432,7","14.848,8","2,31M","-1,02%"
"Sep 2009","15.541,8","16.017,0","16.333,7","15.541,8","4,78M","-4,50%"
"Ago 2009","16.274,3","15.937,8","16.927,7","15.680,4","4,03M","2,49%"
"Jul 2009","15.878,4","14.056,9","15.918,0","13.957,9","5,63M","13,76%"
"Jun 2009","13.957,9","12.473,0","13.997,5","12.393,8","4,57M","12,80%"
"May 2009","12.374,0","11.087,1","12.492,8","10.988,1","1,58M","11,61%"
"Abr 2009","11.087,1","10.790,2","11.166,3","10.513,0","4,60M","2,94%"
"Mar 2009","10.770,4","9.503,3","10.790,2","9.414,2","1,76M","14,53%"
"Feb 2009","9.404,3","9.820,0","9.998,2","8.909,3","4,13M","-4,04%"
"Ene 2009","9.800,2","10.196,2","10.414,0","9.622,1","2,78M","-2,56%"
"Dic 2008","10.057,6","8.117,4","10.433,8","8.117,4","5,27M","23,90%"
"Nov 2008","8.117,4","8.315,4","8.444,0","7.622,4","4,58M","0,00%"
"Oct 2008","8.117,4","10.889,2","10.968,3","7.285,8","4,62M","-25,18%"
"Sep 2008","10.849,6","11.938,5","12.690,8","10.414,0","5,82M","-6,32%"
"Ago 2008","11.582,1","10.928,7","11.819,7","10.592,2","3,07M","6,36%"
"Jul 2008","10.889,2","12.492,8","12.492,8","9.899,2","6,65M","-13,39%"
"Jun 2008","12.572,0","13.779,7","13.779,7","12.374,0","2,84M","-8,76%"
"May 2008","13.779,7","13.799,5","14.551,9","13.660,9","1,80M","0,72%"
"Abr 2008","13.680,7","13.858,9","14.373,7","13.502,5","1,97M","-3,22%"
"Mar 2008","14.136,1","14.175,7","14.373,7","13.740,1","1,03M","-1,79%"
"Feb 2008","14.393,5","14.749,9","15.244,8","13.759,9","2,65M","-0,41%"
"Ene 2008","14.452,9","16.927,7","16.927,7","13.700,5","2,90M","-14,62%"
