"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"Jul 2012","30.700,0","31.000,0","31.300,0","30.400,0","2,27M","-0,65%"
"Jun 2012","30.900,0","31.460,0","31.460,0","29.260,0","3,07M","-1,84%"
"May 2012","31.480,0","32.000,0","32.780,0","30.420,0","4,52M","-1,50%"
"Abr 2012","31.960,0","31.160,0","31.960,0","30.360,0","2,88M","2,57%"
"Mar 2012","31.160,0","32.280,0","32.280,0","30.120,0","6,77M","-4,12%"
"Feb 2012","32.500,0","30.620,0","32.500,0","29.980,0","4,06M","6,63%"
"Ene 2012","30.480,0","31.300,0","32.480,0","29.600,0","2,25M","-1,99%"
"Dic 2011","31.100,0","30.520,0","32.500,0","29.300,0","4,70M","1,90%"
"Nov 2011","30.520,0","32.500,0","32.680,0","29.100,0","4,17M","-6,89%"
"Oct 2011","32.780,0","33.820,0","34.400,0","31.600,0","2,08M","-1,27%"
"Sep 2011","33.200,0","35.400,0","35.600,0","32.320,0","3,37M","-6,37%"
"Ago 2011","35.460,0","36.000,0","36.020,0","32.000,0","4,56M","-1,50%"
"Jul 2011","36.000,0","37.820,0","38.900,0","33.800,0","3,19M","-4,76%"
"Jun 2011","37.800,0","39.980,0","42.500,0","37.160,0","4,55M","-5,45%"
"May 2011","39.980,0","36.600,0","39.980,0","35.500,0","5,78M","8,82%"
"Abr 2011","36.740,0","37.200,0","37.620,0","35.920,0","2,80M","-1,18%"
"Mar 2011","37.180,0","35.500,0","38.900,0","34.000,0","4,49M","5,03%"
"Feb 2011","35.400,0","35.440,0","36.000,0","33.100,0","3,27M","0,28%"
"Ene 2011","35.300,0","37.500,0","37.940,0","35.100,0","2,79M","-5,82%"
"Dic 2010","37.480,0","38.800,0","40.000,0","37.120,0","4,14M","-2,14%"
"Nov 2010","38.300,0","41.000,0","42.180,0","37.400,0","4,30M","-6,59%"
"Oct 2010","41.000,0","38.460,0","41.840,0","37.220,0","6,42M","6,88%"
"Sep 2010","38.360,0","37.000,0","40.000,0","36.240,0","6,92M","5,97%"
"Ago 2010","36.200,0","33.000,0","36.220,0","32.220,0","3,38M","10,43%"
"Jul 2010","32.780,0","29.900,0","34.300,0","29.100,0","4,79M","9,41%"
"Jun 2010","29.960,0","29.340,0","30.100,0","28.800,0","2,32M","1,63%"
"May 2010","29.480,0","29.720,0","30.500,0","27.000,0","6,80M","-0,81%"
"Abr 2010","29.720,0","28.200,0","30.480,0","28.200,0","4,03M","5,09%"
"Mar 2010","28.280,0","26.560,0","28.300,0","26.400,0","4,89M","6,48%"
"Feb 2010","26.560,0","25.300,0","26.840,0","24.200,0","7,73M","5,23%"
"Ene 2010","25.240,0","24.800,0","25.900,0","24.200,0","8,72M","2,85%"
"Dic 2009","24.540,0","23.720,0","25.500,0","23.600,0","12,85M","3,54%"
"Nov 2009","23.700,0","22.500,0","23.700,0","22.120,0","13,89M","5,33%"
"Oct 2009","22.500,0","25.000,0","26.100,0","21.820,0","52,06M","-10,00%"
"Sep 2009","25.000,0","22.400,0","26.000,0","21.000,0","5,51M","11,61%"
"Ago 2009","22.400,0","21.560,0","22.740,0","21.340,0","3,62M","3,80%"
"Jul 2009","21.580,0","20.200,0","21.600,0","19.600,0","6,46M","7,47%"
"Jun 2009","20.080,0","19.840,0","20.260,0","19.420,0","4,58M","4,58%"
"May 2009","19.200,0","17.220,0","19.200,0","17.220,0","7,98M","11,50%"
"Abr 2009","17.220,0","15.880,0","17.300,0","15.800,0","7,84M","8,30%"
"Mar 2009","15.900,0","15.600,0","16.100,0","15.060,0","6,08M","1,92%"
"Feb 2009","15.600,0","15.360,0","16.100,0","14.740,0","10,19M","-0,64%"
"Ene 2009","15.700,0","15.460,0","16.080,0","14.700,0","3,58M","1,55%"
"Dic 2008","15.460,0","13.800,0","16.000,0","13.660,0","8,71M","9,80%"
"Nov 2008","14.080,0","13.620,0","14.360,0","12.000,0","6,40M","4,45%"
"Oct 2008","13.480,0","17.000,0","17.200,0","10.360,0","12,76M","-21,08%"
"Sep 2008","17.080,0","17.780,0","18.480,0","16.240,0","6,80M","-2,84%"
"Ago 2008","17.580,0","16.640,0","17.580,0","16.640,0","3,37M","5,40%"
"Jul 2008","16.680,0","15.520,0","16.680,0","14.880,0","3,14M","6,24%"
"Jun 2008","15.700,0","18.200,0","18.300,0","15.600,0","6,19M","-14,95%"
"May 2008","18.460,0","17.980,0","18.900,0","17.320,0","6,54M","4,89%"
"Abr 2008","17.600,0","15.320,0","17.620,0","15.220,0","12,89M","16,40%"
"Mar 2008","15.120,0","15.720,0","16.540,0","14.480,0","10,11M","-5,50%"
"Feb 2008","16.000,0","16.860,0","17.200,0","15.360,0","13,38M","-3,61%"
"Ene 2008","16.600,0","19.800,0","19.900,0","13.780,0","14,30M","-16,83%"
