"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"Jun 2018","27.000,0","25.940,0","27.300,0","25.820,0","2,22M","4,57%"
"May 2018","25.820,0","27.260,0","27.280,0","25.660,0","2,60M","-5,07%"
"Abr 2018","27.200,0","26.000,0","27.200,0","25.700,0","1,96M","4,70%"
"Mar 2018","25.980,0","26.980,0","27.120,0","25.200,0","1,68M","-3,78%"
"Feb 2018","27.000,0","27.360,0","27.600,0","26.900,0","3,07M","-0,15%"
"Ene 2018","27.040,0","27.400,0","27.860,0","26.680,0","1,92M","-2,80%"
"Dic 2017","27.820,0","27.500,0","28.000,0","27.220,0","1,26M","1,31%"
"Nov 2017","27.460,0","26.840,0","28.000,0","26.800,0","1,62M","1,63%"
"Oct 2017","27.020,0","26.740,0","27.180,0","26.580,0","1,59M","0,67%"
"Sep 2017","26.840,0","27.020,0","27.300,0","26.360,0","1,61M","-1,11%"
"Ago 2017","27.140,0","26.220,0","27.480,0","26.220,0","3,07M","1,65%"
"Jul 2017","26.700,0","26.200,0","26.720,0","25.400,0","2,12M","1,14%"
"Jun 2017","26.400,0","25.840,0","26.480,0","25.360,0","3,01M","2,17%"
"May 2017","25.840,0","24.160,0","26.120,0","24.160,0","4,71M","5,81%"
"Abr 2017","24.420,0","24.120,0","24.460,0","24.060,0","2,38M","0,16%"
"Mar 2017","24.380,0","23.700,0","24.400,0","23.100,0","2,44M","3,31%"
"Feb 2017","23.600,0","24.020,0","24.380,0","23.520,0","2,46M","-1,91%"
"Ene 2017","24.060,0","24.900,0","25.200,0","24.000,0","2,59M","-3,37%"
"Dic 2016","24.900,0","23.380,0","25.000,0","22.920,0","1,78M","8,92%"
"Nov 2016","22.860,0","25.120,0","25.220,0","22.820,0","2,56M","-9,21%"
"Oct 2016","25.180,0","25.040,0","25.780,0","25.020,0","4,01M","-0,63%"
"Sep 2016","25.340,0","26.020,0","26.300,0","25.000,0","2,45M","-2,99%"
"Ago 2016","26.120,0","25.220,0","26.340,0","25.120,0","3,63M","3,57%"
"Jul 2016","25.220,0","25.020,0","25.780,0","24.660,0","2,69M","0,48%"
"Jun 2016","25.100,0","25.500,0","25.840,0","24.820,0","5,33M","-1,57%"
"May 2016","25.500,0","25.980,0","26.300,0","24.120,0","2,52M","-1,92%"
"Abr 2016","26.000,0","25.500,0","26.460,0","24.700,0","3,65M","1,96%"
"Mar 2016","25.500,0","24.280,0","25.800,0","24.280,0","3,85M","5,11%"
"Feb 2016","24.260,0","23.500,0","24.900,0","23.400,0","3,70M","3,06%"
"Ene 2016","23.540,0","21.240,0","23.640,0","21.240,0","3,84M","4,07%"
"Dic 2015","22.620,0","20.440,0","22.620,0","19.840,0","3,75M","14,13%"
"Nov 2015","19.820,0","21.500,0","22.000,0","19.500,0","2,42M","-9,17%"
"Oct 2015","21.820,0","20.880,0","21.820,0","20.600,0","2,28M","5,00%"
"Sep 2015","20.780,0","19.780,0","21.780,0","19.060,0","4,22M","4,42%"
"Ago 2015","19.900,0","22.140,0","22.200,0","18.680,0","3,08M","-10,04%"
"Jul 2015","22.120,0","23.000,0","23.040,0","21.900,0","2,46M","-3,41%"
"Jun 2015","22.900,0","22.720,0","23.200,0","22.020,0","3,56M","1,78%"
"May 2015","22.500,0","24.760,0","25.100,0","22.320,0","2,59M","-9,13%"
"Abr 2015","24.760,0","22.940,0","25.480,0","22.800,0","2,89M","8,12%"
"Mar 2015","22.900,0","24.040,0","24.500,0","22.200,0","3,62M","-5,45%"
"Feb 2015","24.220,0","25.700,0","26.560,0","23.740,0","2,21M","-5,02%"
"Ene 2015","25.500,0","28.040,0","28.040,0","25.500,0","2,83M","-10,84%"
"Dic 2014","28.600,0","27.320,0","29.500,0","25.820,0","4,31M","4,23%"
"Nov 2014","27.440,0","27.780,0","28.500,0","27.020,0","2,62M","-1,29%"
"Oct 2014","27.800,0","27.600,0","28.100,0","26.000,0","2,52M","0,36%"
"Sep 2014","27.700,0","28.540,0","28.800,0","27.500,0","2,02M","-3,35%"
"Ago 2014","28.660,0","27.120,0","28.660,0","26.500,0","3,12M","5,76%"
"Jul 2014","27.100,0","27.560,0","27.800,0","26.760,0","3,88M","-1,88%"
"Jun 2014","27.620,0","27.100,0","27.920,0","27.100,0","1,63M","1,77%"
"May 2014","27.140,0","27.180,0","28.700,0","26.700,0","3,03M","-0,15%"
"Abr 2014","27.180,0","27.020,0","27.920,0","26.400,0","2,82M","-0,37%"
"Mar 2014","27.280,0","24.500,0","27.500,0","24.200,0","3,26M","12,91%"
"Feb 2014","24.160,0","23.600,0","26.300,0","23.400,0","3,89M","2,37%"
"Ene 2014","23.600,0","26.520,0","26.600,0","23.500,0","2,97M","-10,74%"
"Dic 2013","26.440,0","26.040,0","26.900,0","25.100,0","2,49M","1,69%"
"Nov 2013","26.000,0","27.020,0","27.500,0","26.000,0","3,31M","-3,70%"
"Oct 2013","27.000,0","27.060,0","27.700,0","26.680,0","4,85M","-0,81%"
"Sep 2013","27.220,0","27.460,0","29.000,0","27.220,0","3,36M","-1,02%"
"Ago 2013","27.500,0","25.500,0","27.900,0","25.500,0","3,83M","7,84%"
"Jul 2013","25.500,0","23.900,0","26.140,0","22.900,0","5,64M","6,34%"
"Jun 2013","23.980,0","25.660,0","25.980,0","23.240,0","2,35M","-5,96%"
"May 2013","25.500,0","25.020,0","26.680,0","25.020,0","3,13M","1,35%"
"Abr 2013","25.160,0","26.040,0","26.380,0","24.600,0","2,66M","-3,23%"
"Mar 2013","26.000,0","26.500,0","26.760,0","25.000,0","2,22M","-2,84%"
"Feb 2013","26.760,0","24.980,0","26.980,0","24.900,0","4,73M","7,47%"
"Ene 2013","24.900,0","25.500,0","25.680,0","24.840,0","2,49M","-2,05%"
"Dic 2012","25.420,0","24.500,0","25.800,0","24.420,0","2,92M","1,68%"
"Nov 2012","25.000,0","24.720,0","25.000,0","21.900,0","3,34M","2,04%"
"Oct 2012","24.500,0","21.400,0","25.180,0","21.340,0","7,76M","16,56%"
"Sep 2012","21.020,0","20.520,0","21.880,0","20.500,0","3,64M","2,54%"
"Ago 2012","20.500,0","20.820,0","20.820,0","20.100,0","2,45M","-1,91%"
"Jul 2012","20.900,0","20.600,0","21.100,0","20.540,0","2,11M","1,95%"
"Jun 2012","20.500,0","20.900,0","21.360,0","20.300,0","1,96M","-3,30%"
"May 2012","21.200,0","21.580,0","22.100,0","21.100,0","2,85M","-1,94%"
"Abr 2012","21.620,0","21.400,0","21.880,0","21.180,0","1,89M","-0,18%"
"Mar 2012","21.660,0","21.900,0","22.100,0","21.080,0","1,88M","-1,10%"
"Feb 2012","21.900,0","21.360,0","23.320,0","21.320,0","6,14M","2,82%"
"Ene 2012","21.300,0","21.700,0","21.800,0","20.400,0","1,77M","-2,29%"
"Dic 2011","21.800,0","21.300,0","22.300,0","21.100,0","7,76M","2,35%"
"Nov 2011","21.300,0","22.500,0","22.580,0","20.460,0","3,08M","-5,75%"
"Oct 2011","22.600,0","23.140,0","23.200,0","22.300,0","3,17M","-2,92%"
"Sep 2011","23.280,0","22.300,0","23.320,0","21.820,0","4,30M","4,39%"
"Ago 2011","22.300,0","22.200,0","22.720,0","20.400,0","7,53M","0,45%"
"Jul 2011","22.200,0","23.426,3","23.924,7","21.332,9","6,47M","-4,83%"
"Jun 2011","23.326,6","25.121,0","25.420,0","22.429,4","3,92M","-6,25%"
"May 2011","24.881,7","22.927,9","25.300,4","21.751,6","902,76K","9,19%"
"Abr 2011","22.788,3","23.306,7","23.526,0","21.831,3","792,86K","-2,72%"
"Mar 2011","23.426,3","23.585,8","23.725,4","21.432,6","2,55M","-0,08%"
"Feb 2011","23.446,2","24.921,6","25.021,3","22.808,2","1,85M","-5,92%"
"Ene 2011","24.921,6","26.038,1","26.297,3","24.303,5","743,03K","-7,75%"
"Dic 2010","27.015,0","25.220,7","27.433,7","25.121,0","2,32M","7,11%"
"Nov 2010","25.220,7","26.895,4","27.214,4","23.924,7","1,65M","-6,30%"
"Oct 2010","26.915,3","25.798,8","27.214,4","25.340,3","2,71M","4,01%"
"Sep 2010","25.878,6","25.420,0","26.416,9","25.140,9","2,88M","2,69%"
"Ago 2010","25.200,7","24.901,7","25.200,7","22.828,2","1,61M","1,12%"
"Jul 2010","24.921,6","20.635,1","25.121,0","20.535,4","3,81M","20,77%"
"Jun 2010","20.635,1","20.774,6","21.332,9","20.196,5","1,61M","-1,24%"
"May 2010","20.894,3","22.030,7","22.130,4","19.937,3","928,09K","-3,94%"
"Abr 2010","21.751,6","21.412,6","22.329,8","21.332,9","1,77M","1,87%"
"Mar 2010","21.352,8","20.535,4","21.671,8","20.535,4","1,62M","4,39%"
"Feb 2010","20.455,6","20.256,3","20.934,1","19.857,5","1,39M","1,58%"
"Ene 2010","20.136,7","21.033,8","21.631,9","20.136,7","1,44M","-3,81%"
"Dic 2009","20.934,1","22.030,7","22.927,9","20.774,6","3,07M","-4,55%"
"Nov 2009","21.931,0","20.694,9","22.170,3","20.694,9","1,42M","5,57%"
"Oct 2009","20.774,6","22.688,6","23.426,3","20.774,6","3,19M","-8,76%"
"Sep 2009","22.768,4","18.422,0","23.127,2","18.422,0","2,17M","20,97%"
"Ago 2009","18.820,8","18.023,3","18.960,4","18.023,3","1,27M","3,51%"
"Jul 2009","18.182,8","18.083,1","18.442,0","17.265,7","1,03M","1,11%"
"Jun 2009","17.983,4","16.747,3","18.741,0","16.448,3","3,61M","7,38%"
"May 2009","16.747,3","15.969,8","16.886,9","15.969,8","1,09M","3,70%"
"Abr 2009","16.149,2","15.052,6","16.149,2","15.052,6","1,25M","7,29%"
"Mar 2009","15.052,6","15.152,3","15.351,7","14.753,6","1,47M","-1,31%"
"Feb 2009","15.252,0","14.953,0","15.272,0","14.554,2","621,99K","2,82%"
"Ene 2009","14.833,3","15.431,5","15.431,5","14.215,3","774,69K","-4,62%"
"Dic 2008","15.551,1","13.457,7","15.591,0","13.457,7","2,24M","14,88%"
"Nov 2008","13.537,4","13.856,4","13.956,1","12.979,2","823,13K","0,59%"
"Oct 2008","13.457,7","15.850,1","15.850,1","11.942,4","1,07M","-13,57%"
"Sep 2008","15.571,0","17.006,5","17.006,5","15.551,1","850,58K","-5,33%"
"Ago 2008","16.448,3","15.232,1","16.448,3","15.052,6","1,09M","8,98%"
"Jul 2008","15.092,5","14.873,2","15.172,3","14.653,9","1,64M","0,27%"
"Jun 2008","15.052,6","15.451,4","15.650,8","14.434,6","2,05M","-3,82%"
"May 2008","15.650,8","15.491,3","16.627,7","15.172,3","3,39M","1,68%"
"Abr 2008","15.391,6","14.554,2","15.471,3","14.354,8","2,18M","5,75%"
"Mar 2008","14.554,2","14.454,5","14.693,8","13.657,0","914,01K","0,55%"
"Feb 2008","14.474,5","15.650,8","15.650,8","14.474,5","1,88M","-9,02%"
"Ene 2008","15.909,9","16.448,3","16.627,7","13.098,8","1,76M","-3,27%"
